id,year,sch_grade,sch_type,city,edu_dept,state,name,origin,status,establish,postal,address,phone,fax,homepage
32,2013,고등학교,특성화고(직업),강원,강원,강릉시,강릉중앙고등학교,본교,기존(원)교,공립,210-937,강원도 강릉시 강변로 422 (입암동_강릉중앙고등학교),033-610-6606,033-610-6609,http://gja.hs.kr
33,2013,고등학교,일반고,대구,대구시,북구,강북고등학교,본교,기존(원)교,사립,702-260,대구광역시 북구 태전로 100 (태전동_강북고등학교),053-323-2821,053-323-2460,http://www.gangbuk.hs.kr
34,2013,고등학교,특성화고(직업),충남,충남,논산시,강상고등학교,본교,기존(원)교,공립,320-901,충청남도 논산시 강경읍 계백로 220 (강경읍_강상고등학교),041-745-2313,041-745-2513,http://www.gangsang.cnehs.kr
35,2013,고등학교,일반고,서울,서울시,양천구,강서고등학교,본교,기존(원)교,사립,158-815,서울특별시 양천구 목동중앙남로 27 (목동_강서고등학교),02-2642-0725,02-2651-3046,http://www.gangseo.hs.kr
36,2013,고등학교,특성화고(직업),서울,서울시,강서구,강서공업고등학교,본교,기존(원)교,공립,157-857,서울특별시 강서구 방화대로47길 9 (방화동_강서공업고등학교),02-2666-2106,02-2666-2161,http://gangseo-th.hs.kr
37,2013,고등학교,일반고,강원,강원,춘천시,강원고등학교,본교,기존(원)교,사립,200-853,강원도 춘천시 동면 장학길 24 (동면_강원중고등학교),033-258-4602,033-251-8927,http://www.kanggo.net
38,2013,고등학교,특수목적고,강원,강원,원주시,강원과학고등학교,본교,기존(원)교,공립,220-120,강원 원주시 치악로 2242 (태장동_강원과학고등학교),033-731-7824,033-732-8416,http://www.kangwon-sh.hs.kr/
39,2013,고등학교,일반고,강원,강원,춘천시,강원대학교사범대학부설고등학교,본교,기존(원)교,국립,200-947,강원도 춘천시 서부대성로 257 (효자동_강원대학교사범대학부설고등학교),033-254-1993,033-255-1992,http://www.sdhs.hs.kr
40,2013,고등학교,특성화고(직업),강원,강원,홍천군,강원생활과학고등학교,본교,기존(원)교,공립,250-874,강원도 홍천군 남면 새작들길 11 _ 강원생활과학고등학교 (남면),033-439-3604,033-432-3888,http://www.gangwonps.hs.kr/
41,2013,고등학교,특성화고(직업),강원,강원,춘천시,강원애니고등학교,본교,기존(원)교,공립,200-831,강원도 춘천시 서면 박사로 1025 _ 강원애니고등학교 (서면),033-248-5503,033-033-5599,http://www.anischool.kr/
42,2013,고등학교,특수목적고,강원,강원,강릉시,강원예술고등학교,본교,기존(원)교,공립,210-814,강원도 강릉시 구정면 칠봉로 670-34 (구정면_강원예술고교),033-650-2700,033-644-2748,http://gwarts.hs.kr
43,2013,고등학교,특수목적고,강원,강원,양구군,강원외국어고등학교,본교,기존(원)교,사립,255-803,강원도 양구군 양구읍 금강산로 437-12 (양구읍_강원외국어고등학교),033-480-8006,033-480-8084,http://gf.hs.kr/
44,2013,고등학교,특수목적고,강원,강원,춘천시,강원체육고등학교,본교,기존(원)교,공립,200-210,강원도 춘천시 자라우새길 126 (송암동),033-250-9306,033-241-3194,http://gangwon-ph.hs.kr
45,2013,고등학교,일반고,서울,서울시,강동구,강일고등학교,본교,기존(원)교,공립,134-100,서울특별시 강동구 아리수로98길 40 (강일동_서울강일고등학교),02-428-6801,02-428-6803,http://www.gang-il.hs.kr
46,2013,고등학교,일반고,강원,강원,강릉시,강일여자고등학교,본교,기존(원)교,사립,210-924,강원 강릉시 화부산로 89 (교동_별관동),033-650-0700,033-650-0750,http://gangil.hs.kr
47,2013,고등학교,일반고,전남,전남,강진군,강진고등학교,본교,기존(원)교,공립,527-805,전라남도 강진군 강진읍 고성길 15-7 (강진읍_강진고등학교),061-430-2600,061-434-4253,http://gangjin.hs.jne.kr
48,2013,고등학교,특성화고(직업),전북,전북,고창군,강호항공고등학교,본교,기존(원)교,사립,585-802,전라북도 고창군 고창읍 중거리당산로 78-22 (고창읍_강호항공고등학교),063-560-5001,063-560-5060,http://kangho.hs.kr
49,2013,고등학교,자율고,인천,인천시,강화군,강화고등학교,본교,기존(원)교,공립,417-804,인천광역시 강화군 강화읍 고비고개로 20 _ 강화고등학교 (강화읍),032-933-4511,032-933-4513,http://www.ganghwa.hs.kr/
50,2013,고등학교,일반고,인천,인천시,강화군,강화여자고등학교,본교,기존(원)교,공립,417-803,인천광역시 강화군 강화읍 송악길 58 (강화읍_강화여자고등학교),032-933-3554,032-933-0802,http://ganghwagirls.hs.kr
51,2013,고등학교,일반고,부산,부산시,부산진구,개금고등학교,본교,기존(원)교,공립,614-809,부산광역시 부산진구 백양대로208번길 71 (개금동_개금고등학교),070-8277-5793,051-894-1716,http://kaekeum.hs.kr/
52,2013,고등학교,자율고,부산,부산시,부산진구,개성고등학교,본교,기존(원)교,공립,614-822,부산광역시 부산진구 당감서로 137 (당감동_개성고등학교),051-897-6404,051-897-6532,www.gaesung.hs.kr
53,2013,고등학교,일반고,서울,서울시,강남구,개포고등학교,본교,기존(원)교,공립,135-800,서울특별시 강남구 개포로 402 (개포동_개포고등학교),02-576-3333,02-529-3334,http://www.gaepo.hs.kr
54,2013,고등학교,일반고,경남,경남,거제시,거제고등학교,본교,기존(원)교,사립,656-902,경상남도 거제시 아주로3길 62-27 (아주동_거제고등학교기숙사),055-681-2519,055-681-3284,www.geoje.hs.kr
55,2013,고등학교,특수목적고,경남,경남,거제시,거제공업고등학교,본교,기존(원)교,공립,656-934,경상남도 거제시 계룡로11길 63 (고현동_거제공업고등학교),055-630-9016,055-630-9040,http://www.geoje-th.hs.kr
56,2013,고등학교,일반고,경남,경남,거제시,거제상문고등학교,본교,신설(원)교,공립,656-301,경상남도 거제시 수양로 29 거제상문고등학교 (문동동),055-634-2682,055-634-2687,http://gj-sangmoon-h.gne.go.kr
57,2013,고등학교,특성화고(직업),경남,경남,거제시,거제여자상업고등학교,본교,기존(원)교,공립,656-862,경남 거제시 거제면 동상3길 21 (거제면),055-633-0981,055-633-3876,http://www.ggch.hs.kr/
58,2013,고등학교,일반고,경남,경남,거제시,거제옥포고등학교,본교,기존(원)교,공립,656-812,경상남도 거제시 연초면 국산로 27 (연초면_거제옥포고등학교),055-638-5980,055-638-5986,http://www.okpo.hs.kr/
59,2013,고등학교,자율고,경남,경남,거제시,거제제일고등학교,본교,기존(원)교,공립,656-862,경상남도 거제시 거제면 읍내로13길 22-5 (거제면_거제제일고등학교),055-633-3101,055-633-3103,http://www.geojejeil.hs.kr
60,2013,고등학교,일반고,경남,경남,거제시,거제중앙고등학교,본교,기존(원)교,공립,656-938,경상남도 거제시 중곡로2길 61 (고현동_거제중앙고등학교),055-632-8660,055-632-8664,www.gjjungang-hs.gne.go.kr
61,2013,고등학교,특성화고(직업),강원,강원,고성군,거진정보공업고등학교,본교,기존(원)교,공립,219-901,강원도 고성군 거진읍 거탄진로  39_7,033-680-1704,033-680-2702,http://www.geojin.hs.kr
62,2013,고등학교,일반고,경남,경남,거창군,거창고등학교,본교,기존(원)교,사립,670-809,경상남도 거창군 거창읍 죽전4길 36 (거창읍_거창고등학교),055-944-3751,055-942-6751,geochang.hs.kr
63,2013,고등학교,일반고,경남,경남,거창군,거창대성고등학교,본교,기존(원)교,사립,670-807,경상남도 거창군 거창읍 거열로 81 (거창읍_거창대성고등학교),055-943-6816,055-943-6821,http://gcdaeseong-h.gne.go.kr
64,2013,고등학교,일반고,경남,경남,거창군,거창여자고등학교,본교,기존(원)교,공립,670-809,경상남도 거창군 거창읍 죽전1길 72 (거창읍_거창여자고등학교),055-942-3910,055-944-0979,www.gcgh.hs.kr
65,2013,고등학교,일반고,경남,경남,거창군,거창중앙고등학교,본교,기존(원)교,사립,670-801,경상남도 거창군 거창읍 성산길 36 (거창읍_중앙고등학교),055-942-3921,055-055-055,http://gcjungang-h.gne.go.kr
66,2013,고등학교,일반고,부산,부산시,사하구,건국고등학교,본교,기존(원)교,사립,604-853,부산광역시 사하구 승학로17번길 76-8 (하단동_건국중.고등학교),051-202-9593,051-292-8333,www.keonkuk.hs.kr
67,2013,고등학교,일반고,서울,서울시,광진구,건국대학교사범대학부속고등학교,본교,기존(원)교,사립,143-914,서울특별시 광진구 자양로 145-1 (화양동_건국대학교부속중고등학교),02-446-9082,02-456-0646,http://www.konkuk.hs.kr
68,2013,고등학교,일반고,충남,충남,논산시,건양대학교병설건양고등학교,본교,기존(원)교,사립,320-852,충청남도 논산시 양촌면 황산벌로 486-21 _ 건양대학교병설건양고등학교 (양촌면_건양고등학교),041-741-2101,041-741-7939,http://konyang.cnehs.kr
69,2013,고등학교,일반고,인천,인천시,서구,검단고등학교,본교,기존(원)교,공립,404-820,인천광역시 서구 검단로540번길 7 (마전동_검단고등학교),032-567-7833,032-567-7834,http://geomdan.hs.kr
70,2013,고등학교,일반고,경북,경북,구미시,경구고등학교,본교,기존(원)교,사립,730-808,경상북도 구미시 봉곡로9길 25 (봉곡동_경구고등학교),070-7204-6162,054-442-0303,http://kg.hs.kr
71,2013,고등학교,일반고,서울,서울시,강남구,경기고등학교,본교,기존(원)교,공립,135-870,서울특별시 강남구 영동대로 643 (삼성동_경기고등학교),02-3496-7313,02-3496-7497,http://kyunggi.hs.kr/
72,2013,고등학교,특수목적고,경기,경기,수원시,경기과학고등학교,본교,기존(원)교,공립,440-800,경기도 수원시 장안구 수일로 135 (송죽동_경기과학고등학교),031-259-0400,031-253-2812,http://www.gs.hs.kr/
73,2013,고등학교,일반고,경기,경기,여주군,경기관광고등학교,본교,기존(원)교,사립,469-844,경기도 여주군 대신면 여양로 1416 (대신면_경기관광고등학교),031-882-9196,031-884-5652,www.gtour.hs.kr
74,2013,고등학교,특성화고(직업),경기,경기,부천시,경기국제통상고등학교,본교,기존(원)교,공립,420-853,경기도 부천시 원미구 석천로 127 (중동_경기국제통상고등학교),032-320-6207,032-324-7393,www.gitra.hs.kr
75,2013,고등학교,특성화고(직업),경기,경기,안양시,경기글로벌통상고등학교,본교,기존(원)교,공립,431-821,경기 안양시 동안구 경수대로 902 (비산동),031-428-5402,031-386-8327,www.ggt.hs.kr
76,2013,고등학교,특성화고(직업),서울,서울시,노원구,경기기계공업고등학교,본교,기존(원)교,공립,139-869,서울특별시 노원구 공릉로 264 (하계동_경기기계공업고등학교),070-7602-1608,02-978-4327,http://www.ggmt.hs.kr
77,2013,고등학교,특성화고(대안),경기,경기,수원시,경기대명고등학교,본교,기존(원)교,공립,441-480,경기도 수원시 권선구 수인로598번길 3-24 (당수동_경기대명고등학교),070-4466-6825,031-416-1756,www.daemyoung.hs.kr
78,2013,고등학교,특성화고(직업),경기,경기,안산시,경기모바일과학고등학교,본교,기존(원)교,공립,426-200,경기도 안산시 상록구 남산평길 35(팔곡일동 253) ,031-437-0282,031-437-0214,http://www.gms.hs.kr/
79,2013,고등학교,특성화고(직업),경기,경기,평택시,경기물류고등학교,본교,기존(원)교,공립,451-884,경기도 평택시 안중읍 안현로 403 (안중읍) ,031-650-9905,031-681-2216,www.ggl.hs.kr
80,2013,고등학교,특수목적고,경기,경기,의정부시,경기북과학고등학교,본교,기존(원)교,공립,480-826,경기도 의정부시 체육로135번길 32 (녹양동_경기북과학고등학교),031-870-2764,031-829-0811,gbs.hs.kr
81,2013,고등학교,특성화고(직업),서울,서울시,종로구,경기상업고등학교,본교,기존(원)교,공립,110-030,서울특별시 종로구 자하문로 _ 136,02-737-6490,02-722-0504,http://www.ggc.hs.kr
82,2013,고등학교,일반고,경기,경기,파주시,경기세무고등학교,본교,기존(원)교,공립,413-913,경기도 파주시 적성면 솥뒤로 33-60 _ 경기세무고등학교 ,031-959-4034,031-958-6896,http://gyeonggitax.hs.kr
83,2013,고등학교,일반고,서울,서울시,강남구,경기여자고등학교,본교,기존(원)교,공립,135-800,서울특별시 강남구 삼성로 29 (개포동_경기여자고등학교),02-573-6797,02-575-1157,http://www.kgg.hs.kr
84,2013,고등학교,특성화고(직업),서울,서울시,중구,경기여자상업고등학교,본교,기존(원)교,사립,100-808,서울특별시 중구 만리재로37길 30 (만리동1가_경기여자상업고등학교),02-392-6666,02-392-2233,http://www.gggc.hs.kr
85,2013,고등학교,특성화고(직업),경기,경기,고양시,경기영상과학고등학교,본교,기존(원)교,공립,411-848,경기도 고양시 일산서구 강선로 8 (경기영상과학고등학교),031-919-1160,031-919-1163,www.gmsh.hs.kr
86,2013,고등학교,특수목적고,경기,경기,부천시,경기예술고등학교,본교,기존(원)교,공립,420-847,경기도 부천시 원미구 석천로209번길 37 (중동_경기예술고등학교),032-328-0844,032-328-0846,www.kgart.hs.kr
87,2013,고등학교,특수목적고,경기,경기,의왕시,경기외국어고등학교,본교,기존(원)교,사립,437-801,경기도 의왕시 고산로105번길 30 (고천동_경기외국어고등학교),031-361-0500,031-031-031,www.gafl.hs.kr
88,2013,고등학교,특성화고(직업),경기,경기,시흥시,경기자동차과학고등학교,본교,기존(원)교,사립,429-110,경기도 시흥시 금오로 103 _ 경기자동차과학고등학교 (무지내동_경기자동차과학고등학교),031-310-9000,031-315-5106,www.ghas.hs.kr
89,2013,고등학교,일반고,경기,경기,안성시,경기창조고등학교,본교,기존(원)교,공립,456-823,경기도 안성시 공도읍 공도5로 37 (공도읍_경기창조고등학교),031-646-2200,031-031-031,http://ggcj.hs.kr
90,2013,고등학교,특수목적고,경기,경기,수원시,경기체육고등학교,본교,기존(원)교,공립,440-330,경기도 수원시 장안구 상률로 106 (천천동_경기체고),031-547-8500,031-207-2084,www.gg-ph.hs.kr
91,2013,고등학교,특성화고(직업),경남,경남,산청군,경남간호고등학교,본교,기존(원)교,사립,666-971,경남 산청군 생비량면 지리산대로4763번길 89-15 (생비량면),055-973-7832,055-973-7828,kpn.hs.kr
92,2013,고등학교,자율고,부산,부산시,서구,경남고등학교,본교,기존(원)교,공립,602-812,부산광역시 서구 망양로 111번길 65 (동대신동3가),051-250-5000,051-051-051,http://kyungnam.hs.kr
93,2013,고등학교,특성화고(직업),부산,부산시,부산진구,경남공업고등학교,본교,기존(원)교,공립,614-869,부산광역시 부산진구 전포대로175번길 22 (전포동_경남공업고등학교),051-607-7477,051-607-7490,www.knt.hs.kr
94,2013,고등학교,특수목적고,경남,경남,진주시,경남과학고등학교,본교,기존(원)교,공립,660-851,경상남도 진주시 진성면 진의로 178-22 (진성면_경남과학고등학교),055-759-4003,055-759-4005,http://www.gshs.hs.kr
95,2013,고등학교,특성화고(직업),경남,경남,창원시,경남관광고등학교,본교,기존(원)교,사립,641-823,경상남도 창원시 의창구 사림로29번길 12 (봉곡동_경남관광고등학교),055-277-6871,055-055-055,www.gntour.hs.kr
96,2013,고등학교,특성화고(직업),경남,경남,거제시,경남산업고등학교,본교,기존(원)교,공립,656-823,경상남도 거제시 하청면 서리1길 17 (하청면),055-636-1803,055-636-1804,http://gni.hs.kr
97,2013,고등학교,자율고,부산,부산시,동구,경남여자고등학교,본교,기존(원)교,공립,601-816,부산광역시 동구 수정중로 29 _ 수정중로 (수정동_경남여자고등학교),051-600-0855,051-467-2959,http://gyeongnamgirls.hs.kr
98,2013,고등학교,특수목적고,경남,경남,진주시,경남예술고등학교,본교,기존(원)교,사립,660-380,경상남도 진주시 진산로322번길 11-7 (장재동_경남예술고등학교),055-759-3712,055-759-5066,www.karts.hs.kr
99,2013,고등학교,특수목적고,경남,경남,양산시,경남외국어고등학교,본교,기존(원)교,사립,626-768,경상남도 양산시 어실로 388 (어곡동_경남외국어고등학교),055-383-6602,055-055-055,www.knfl.hs.kr
100,2013,고등학교,특성화고(직업),경남,경남,진주시,경남자동차고등학교,본교,기존(원)교,사립,660-380,경상남도 진주시 진산로 378 (장재동_경남자동차고등학교),055-758-6714,055-055-055,http://www.gnautomobile.hs.kr/
101,2013,고등학교,특성화고(직업),경남,경남,사천시,경남자영고등학교,본교,기존(원)교,공립,664-932,경상남도 사천시 정동면 옥산로 143 (정동면_경남자영고등학교),055-855-0223,055-055-055,http://www.jayoung.hs.kr
102,2013,고등학교,특성화고(직업),경남,경남,진주시,경남정보고등학교,본교,기존(원)교,공립,660-310,경상남도 진주시 가호방아길 32 (호탄동_경남정보고등학교),055-761-8061,055-761-8064,http://www.kninfo.hs.kr
103,2013,고등학교,특수목적고,경남,경남,진주시,경남체육고등학교,본교,기존(원)교,공립,660-851,경상남도 진주시 진성면 진의로 178-27 (진성면_경남체육고등학교),055-759-4229,055-759-4036,http://chego.or.kr
104,2013,고등학교,특성화고(직업),경남,경남,고성군,경남항공고등학교,본교,기존(원)교,공립,638-801,경상남도 고성군 고성읍 송학고분로 127 (고성읍),055-673-4564,055-674-1843,www.hanggong.hs.kr
105,2013,고등학교,특성화고(직업),경남,경남,남해군,경남해양과학고등학교,본교,기존(원)교,공립,668-843,경상남도 남해군 삼동면 동부대로 1810 (삼동면_경남해양과학고등학교),055-867-0005,055-867-4315,www.gnms.hs.kr
106,2013,고등학교,특성화고(직업),대전,대전시,대덕구,경덕공업고등학교,본교,기존(원)교,사립,306-819,대전광역시 대덕구 동산초교로63번길 12 경덕공업고등학교 (오정동_경덕중학교),042-636-3606,042-636-3607,http://www.kyongdok.hs.kr
107,2013,고등학교,일반고,대구,대구시,서구,경덕여자고등학교,본교,기존(원)교,공립,703-831,대구광역시 서구 국채보상로 _ 34-50 ,053-563-3478,053-557-0103,http://www.kyungduk.hs.kr
108,2013,고등학교,자율고,서울,서울시,성북구,경동고등학교,본교,기존(원)교,공립,136-043,서울특별시 성북구 보문로29길 49 (삼선동3가_경동고등학교),02-928-2077,02-926-7525,www.kyungdong.hs.kr
109,2013,고등학교,일반고,대구,대구시,북구,경명여자고등학교,본교,기존(원)교,사립,702-853,대구광역시 북구 칠성로17길 18 (칠성동2가_경명여자중고등학교),053-426-0930,053-426-0958,http://kyeong-myeong.hs.kr
110,2013,고등학교,자율고,서울,서울시,동작구,경문고등학교,본교,기존(원)교,사립,156-080,서울특별시 동작구 동작대로 171 (동작동),02-535-1301,02-535-1230,http://www.kyungmoon.hs.kr/
111,2013,고등학교,특성화고(직업),경기,경기,의정부시,경민IT고등학교,본교,기존(원)교,사립,480-702,경기도 의정부시 서부로 545 (가능동_경민IT고등학교),031-828-7645,031-828-7649,http://www.kmit.hs.kr
112,2013,고등학교,일반고,경기,경기,의정부시,경민고등학교,본교,기존(원)교,사립,480-702,경기도 의정부시 서부로 545 (가능동_경민고등학교),031-828-7801,031-031-031,http://www.kyungmin.hs.kr
113,2013,고등학교,특성화고(직업),경기,경기,의정부시,경민비즈니스고등학교,본교,기존(원)교,사립,480-702,경기도 의정부시 서부로 545 (가능동),031-828-7636,031-828-7639,www.kmbiz.hs.kr
114,2013,고등학교,일반고,서울,서울시,종로구,경복고등학교,본교,기존(원)교,공립,110-030,서울특별시 종로구 자하문로28가길 9 _ 경복고등학교 (청운동_경복고등학교),02-737-4471,02-736-0422,http://www.kyungbock.hs.kr
115,2013,고등학교,특성화고(직업),서울,서울시,강서구,경복비즈니스고등학교,본교,기존(원)교,사립,157-030,서울특별시 강서구 화곡로 379 (등촌동_경복비즈니스고등학교),070-7790-0997,02-3661-8372,http://www.kbb.hs.kr
116,2013,고등학교,일반고,서울,서울시,강서구,경복여자고등학교,본교,기존(원)교,사립,157-030,서울특별시 강서구 화곡로63길 40 (등촌동_경복여자고등학교),070-7790-0991,02-3661-3795,http://www.kyungbokschool.net
117,2013,고등학교,일반고,대구,대구시,수성구,경북고등학교,본교,기존(원)교,공립,706-850,대구광역시 수성구 청호로 300 (황금동_경북고등학교),053-760-5503,053-760-5509,http://www.kyeongbuk.hs.kr
118,2013,고등학교,특성화고(직업),대구,대구시,중구,경북공업고등학교,본교,기존(원)교,사립,700-805,대구광역시 중구 남산로 20 (남산동_경북공업고등학교),053-255-8300,053-254-3846,http://www.gyeongbuk.hs.kr
119,2013,고등학교,특수목적고,경북,경북,포항시,경북과학고등학교,본교,기존(원)교,공립,791-811,경상북도 포항시 북구 우미길 93 (용흥동_경북과학고등학교),054-240-2600,054-248-2857,http://kbs.hs.kr
120,2013,고등학교,특성화고(직업),경북,경북,김천시,경북과학기술고등학교,본교,기존(원)교,공립,740-862,경상북도 김천시 아포읍 아포대로 1053 아포중학교 ,054-431-5004,054-431-5002,http://www.gst.hs.kr
121,2013,고등학교,특성화고(직업),경북,경북,문경시,경북관광고등학교,본교,기존(원)교,공립,745-801,경상북도 문경시 문경읍 향교길 20 (문경읍_경북관광고등학교),054-572-0300,054-572-1303,http://www.mgtour.hs.kr
122,2013,고등학교,특수목적고,대구,대구시,달서구,경북기계공업고등학교,본교,기존(원)교,공립,704-808,대구광역시 달서구 월배로 275 (상인동_경북기계공업고등학교),053-640-1213,053-637-8196,http://www.gbgigong.hs.kr/
123,2013,고등학교,일반고,대구,대구시,중구,경북대학교사범대학부설고등학교,본교,기존(원)교,국립,700-810,대구광역시 중구 달구벌대로 2178 (대봉동_경북대학교사범대학부설중.고등학교),053-424-7403,053-425-7275,http://www.knu.hs.kr
